instance,route_id,node_id,x,y,route_cost
Golden_15-C40-N397,1,253,17.0,1.0,347.31
Golden_15-C40-N397,1,254,17.0,3.0,347.31
Golden_15-C40-N397,1,318,17.0,-5.0,347.31
Golden_15-C40-N397,1,319,17.0,-3.0,347.31
Golden_15-C40-N397,1,320,17.0,-1.0,347.31
Golden_15-C40-N397,1,321,19.0,1.0,347.31
Golden_15-C40-N397,1,322,19.0,3.0,347.31
Golden_15-C40-N397,1,323,19.0,5.0,347.31
Golden_15-C40-N397,1,394,19.0,-5.0,347.31
Golden_15-C40-N397,1,395,19.0,-3.0,347.31
Golden_15-C40-N397,1,396,19.0,-1.0,347.31
Golden_15-C40-N397,1,15,5.0,5.0,347.31
Golden_15-C40-N397,1,34,7.0,3.0,347.31
Golden_15-C40-N397,1,35,7.0,5.0,347.31
Golden_15-C40-N397,1,36,7.0,7.0,347.31
Golden_15-C40-N397,1,63,9.0,5.0,347.31
Golden_15-C40-N397,1,64,9.0,7.0,347.31
Golden_15-C40-N397,1,65,9.0,9.0,347.31
Golden_15-C40-N397,1,66,7.0,9.0,347.31
Golden_15-C40-N397,1,99,11.0,5.0,347.31
Golden_15-C40-N397,1,100,11.0,7.0,347.31
Golden_15-C40-N397,1,101,11.0,9.0,347.31
Golden_15-C40-N397,1,102,11.0,11.0,347.31
Golden_15-C40-N397,1,103,9.0,11.0,347.31
Golden_15-C40-N397,1,144,13.0,7.0,347.31
Golden_15-C40-N397,1,145,13.0,9.0,347.31
Golden_15-C40-N397,1,146,13.0,11.0,347.31
Golden_15-C40-N397,1,148,11.0,13.0,347.31
Golden_15-C40-N397,1,197,15.0,9.0,347.31
Golden_15-C40-N397,1,143,13.0,5.0,347.31
Golden_15-C40-N397,1,194,15.0,3.0,347.31
Golden_15-C40-N397,1,195,15.0,5.0,347.31
Golden_15-C40-N397,1,196,15.0,7.0,347.31
Golden_15-C40-N397,1,255,17.0,5.0,347.31
Golden_15-C40-N397,1,256,17.0,7.0,347.31
Golden_15-C40-N397,1,257,17.0,9.0,347.31
Golden_15-C40-N397,1,258,17.0,11.0,347.31
Golden_15-C40-N397,1,324,19.0,7.0,347.31
Golden_15-C40-N397,1,325,19.0,9.0,347.31
Golden_15-C40-N397,1,326,19.0,11.0,347.31
Golden_15-C40-N397,1,327,19.0,13.0,347.31
Golden_15-C40-N397,1,147,13.0,13.0,347.31
Golden_15-C40-N397,1,198,15.0,11.0,347.31
Golden_15-C40-N397,1,199,15.0,13.0,347.31
Golden_15-C40-N397,1,200,15.0,15.0,347.31
Golden_15-C40-N397,1,259,17.0,13.0,347.31
Golden_15-C40-N397,1,260,17.0,15.0,347.31
Golden_15-C40-N397,1,261,17.0,17.0,347.31
Golden_15-C40-N397,1,262,15.0,17.0,347.31
Golden_15-C40-N397,1,328,19.0,15.0,347.31
Golden_15-C40-N397,1,329,19.0,17.0,347.31
Golden_15-C40-N397,1,330,19.0,19.0,347.31
Golden_15-C40-N397,1,331,17.0,19.0,347.31
Golden_15-C40-N397,1,332,15.0,19.0,347.31
Golden_15-C40-N397,1,201,13.0,15.0,347.31
Golden_15-C40-N397,1,202,11.0,15.0,347.31
Golden_15-C40-N397,1,203,9.0,15.0,347.31
Golden_15-C40-N397,1,263,13.0,17.0,347.31
Golden_15-C40-N397,1,264,11.0,17.0,347.31
Golden_15-C40-N397,1,265,9.0,17.0,347.31
Golden_15-C40-N397,1,266,7.0,17.0,347.31
Golden_15-C40-N397,1,333,13.0,19.0,347.31
Golden_15-C40-N397,1,334,11.0,19.0,347.31
Golden_15-C40-N397,1,335,9.0,19.0,347.31
Golden_15-C40-N397,1,336,7.0,19.0,347.31
Golden_15-C40-N397,1,104,7.0,11.0,347.31
Golden_15-C40-N397,1,149,9.0,13.0,347.31
Golden_15-C40-N397,1,150,7.0,13.0,347.31
Golden_15-C40-N397,1,151,5.0,13.0,347.31
Golden_15-C40-N397,1,204,7.0,15.0,347.31
Golden_15-C40-N397,1,205,5.0,15.0,347.31
Golden_15-C40-N397,1,37,5.0,7.0,347.31
Golden_15-C40-N397,1,38,3.0,7.0,347.31
Golden_15-C40-N397,1,39,1.0,7.0,347.31
Golden_15-C40-N397,1,67,5.0,9.0,347.31
Golden_15-C40-N397,1,68,3.0,9.0,347.31
Golden_15-C40-N397,1,69,1.0,9.0,347.31
Golden_15-C40-N397,1,105,5.0,11.0,347.31
Golden_15-C40-N397,1,106,3.0,11.0,347.31
Golden_15-C40-N397,1,107,1.0,11.0,347.31
Golden_15-C40-N397,1,152,3.0,13.0,347.31
Golden_15-C40-N397,1,153,1.0,13.0,347.31
Golden_15-C40-N397,1,0,0.0,0.0,347.31
Golden_15-C40-N397,2,0,0.0,0.0,437.56
Golden_15-C40-N397,2,40,-1.0,7.0,437.56
Golden_15-C40-N397,2,41,-3.0,7.0,437.56
Golden_15-C40-N397,2,42,-5.0,7.0,437.56
Golden_15-C40-N397,2,70,-1.0,9.0,437.56
Golden_15-C40-N397,2,71,-3.0,9.0,437.56
Golden_15-C40-N397,2,72,-5.0,9.0,437.56
Golden_15-C40-N397,2,108,-1.0,11.0,437.56
Golden_15-C40-N397,2,109,-3.0,11.0,437.56
Golden_15-C40-N397,2,110,-5.0,11.0,437.56
Golden_15-C40-N397,2,154,-1.0,13.0,437.56
Golden_15-C40-N397,2,155,-3.0,13.0,437.56
Golden_15-C40-N397,2,156,-5.0,13.0,437.56
Golden_15-C40-N397,2,208,-1.0,15.0,437.56
Golden_15-C40-N397,2,209,-3.0,15.0,437.56
Golden_15-C40-N397,2,210,-5.0,15.0,437.56
Golden_15-C40-N397,2,271,-3.0,17.0,437.56
Golden_15-C40-N397,2,206,3.0,15.0,437.56
Golden_15-C40-N397,2,207,1.0,15.0,437.56
Golden_15-C40-N397,2,267,5.0,17.0,437.56
Golden_15-C40-N397,2,268,3.0,17.0,437.56
Golden_15-C40-N397,2,269,1.0,17.0,437.56
Golden_15-C40-N397,2,270,-1.0,17.0,437.56
Golden_15-C40-N397,2,337,5.0,19.0,437.56
Golden_15-C40-N397,2,338,3.0,19.0,437.56
Golden_15-C40-N397,2,339,1.0,19.0,437.56
Golden_15-C40-N397,2,340,-1.0,19.0,437.56
Golden_15-C40-N397,2,341,-3.0,19.0,437.56
Golden_15-C40-N397,2,272,-5.0,17.0,437.56
Golden_15-C40-N397,2,273,-7.0,17.0,437.56
Golden_15-C40-N397,2,274,-9.0,17.0,437.56
Golden_15-C40-N397,2,342,-5.0,19.0,437.56
Golden_15-C40-N397,2,343,-7.0,19.0,437.56
Golden_15-C40-N397,2,344,-9.0,19.0,437.56
Golden_15-C40-N397,2,345,-11.0,19.0,437.56
Golden_15-C40-N397,2,160,-13.0,13.0,437.56
Golden_15-C40-N397,2,213,-11.0,15.0,437.56
Golden_15-C40-N397,2,214,-13.0,15.0,437.56
Golden_15-C40-N397,2,215,-15.0,15.0,437.56
Golden_15-C40-N397,2,216,-15.0,13.0,437.56
Golden_15-C40-N397,2,275,-11.0,17.0,437.56
Golden_15-C40-N397,2,276,-13.0,17.0,437.56
Golden_15-C40-N397,2,277,-15.0,17.0,437.56
Golden_15-C40-N397,2,346,-13.0,19.0,437.56
Golden_15-C40-N397,2,278,-17.0,17.0,437.56
Golden_15-C40-N397,2,279,-17.0,15.0,437.56
Golden_15-C40-N397,2,347,-15.0,19.0,437.56
Golden_15-C40-N397,2,348,-17.0,19.0,437.56
Golden_15-C40-N397,2,349,-19.0,19.0,437.56
Golden_15-C40-N397,2,350,-19.0,17.0,437.56
Golden_15-C40-N397,2,351,-19.0,15.0,437.56
Golden_15-C40-N397,2,217,-15.0,11.0,437.56
Golden_15-C40-N397,2,218,-15.0,9.0,437.56
Golden_15-C40-N397,2,219,-15.0,7.0,437.56
Golden_15-C40-N397,2,280,-17.0,13.0,437.56
Golden_15-C40-N397,2,281,-17.0,11.0,437.56
Golden_15-C40-N397,2,282,-17.0,9.0,437.56
Golden_15-C40-N397,2,283,-17.0,7.0,437.56
Golden_15-C40-N397,2,352,-19.0,13.0,437.56
Golden_15-C40-N397,2,353,-19.0,11.0,437.56
Golden_15-C40-N397,2,354,-19.0,9.0,437.56
Golden_15-C40-N397,2,355,-19.0,7.0,437.56
Golden_15-C40-N397,2,356,-19.0,5.0,437.56
Golden_15-C40-N397,2,165,-13.0,3.0,437.56
Golden_15-C40-N397,2,166,-13.0,1.0,437.56
Golden_15-C40-N397,2,167,-13.0,-1.0,437.56
Golden_15-C40-N397,2,220,-15.0,5.0,437.56
Golden_15-C40-N397,2,221,-15.0,3.0,437.56
Golden_15-C40-N397,2,222,-15.0,1.0,437.56
Golden_15-C40-N397,2,223,-15.0,-1.0,437.56
Golden_15-C40-N397,2,284,-17.0,5.0,437.56
Golden_15-C40-N397,2,285,-17.0,3.0,437.56
Golden_15-C40-N397,2,286,-17.0,1.0,437.56
Golden_15-C40-N397,2,287,-17.0,-1.0,437.56
Golden_15-C40-N397,2,288,-17.0,-3.0,437.56
Golden_15-C40-N397,2,357,-19.0,3.0,437.56
Golden_15-C40-N397,2,358,-19.0,1.0,437.56
Golden_15-C40-N397,2,359,-19.0,-1.0,437.56
Golden_15-C40-N397,2,360,-19.0,-3.0,437.56
Golden_15-C40-N397,2,171,-13.0,-9.0,437.56
Golden_15-C40-N397,2,172,-13.0,-11.0,437.56
Golden_15-C40-N397,2,226,-15.0,-7.0,437.56
Golden_15-C40-N397,2,227,-15.0,-9.0,437.56
Golden_15-C40-N397,2,228,-15.0,-11.0,437.56
Golden_15-C40-N397,2,229,-15.0,-13.0,437.56
Golden_15-C40-N397,2,289,-17.0,-5.0,437.56
Golden_15-C40-N397,2,290,-17.0,-7.0,437.56
Golden_15-C40-N397,2,291,-17.0,-9.0,437.56
Golden_15-C40-N397,2,292,-17.0,-11.0,437.56
Golden_15-C40-N397,2,293,-17.0,-13.0,437.56
Golden_15-C40-N397,2,361,-19.0,-5.0,437.56
Golden_15-C40-N397,2,362,-19.0,-7.0,437.56
Golden_15-C40-N397,2,363,-19.0,-9.0,437.56
Golden_15-C40-N397,2,364,-19.0,-11.0,437.56
Golden_15-C40-N397,2,365,-19.0,-13.0,437.56
Golden_15-C40-N397,2,294,-17.0,-15.0,437.56
Golden_15-C40-N397,2,295,-17.0,-17.0,437.56
Golden_15-C40-N397,2,296,-15.0,-17.0,437.56
Golden_15-C40-N397,2,366,-19.0,-15.0,437.56
Golden_15-C40-N397,2,367,-19.0,-17.0,437.56
Golden_15-C40-N397,2,368,-19.0,-19.0,437.56
Golden_15-C40-N397,2,369,-17.0,-19.0,437.56
Golden_15-C40-N397,2,370,-15.0,-19.0,437.56
Golden_15-C40-N397,2,124,-11.0,-11.0,437.56
Golden_15-C40-N397,2,173,-13.0,-13.0,437.56
Golden_15-C40-N397,2,174,-11.0,-13.0,437.56
Golden_15-C40-N397,2,175,-9.0,-13.0,437.56
Golden_15-C40-N397,2,176,-7.0,-13.0,437.56
Golden_15-C40-N397,2,230,-15.0,-15.0,437.56
Golden_15-C40-N397,2,231,-13.0,-15.0,437.56
Golden_15-C40-N397,2,232,-11.0,-15.0,437.56
Golden_15-C40-N397,2,233,-9.0,-15.0,437.56
Golden_15-C40-N397,2,234,-7.0,-15.0,437.56
Golden_15-C40-N397,2,297,-13.0,-17.0,437.56
Golden_15-C40-N397,2,298,-11.0,-17.0,437.56
Golden_15-C40-N397,2,299,-9.0,-17.0,437.56
Golden_15-C40-N397,2,300,-7.0,-17.0,437.56
Golden_15-C40-N397,2,371,-13.0,-19.0,437.56
Golden_15-C40-N397,2,372,-11.0,-19.0,437.56
Golden_15-C40-N397,2,373,-9.0,-19.0,437.56
Golden_15-C40-N397,2,180,1.0,-13.0,437.56
Golden_15-C40-N397,2,235,-5.0,-15.0,437.56
Golden_15-C40-N397,2,236,-3.0,-15.0,437.56
Golden_15-C40-N397,2,237,-1.0,-15.0,437.56
Golden_15-C40-N397,2,238,1.0,-15.0,437.56
Golden_15-C40-N397,2,301,-5.0,-17.0,437.56
Golden_15-C40-N397,2,302,-3.0,-17.0,437.56
Golden_15-C40-N397,2,303,-1.0,-17.0,437.56
Golden_15-C40-N397,2,304,1.0,-17.0,437.56
Golden_15-C40-N397,2,305,3.0,-17.0,437.56
Golden_15-C40-N397,2,374,-7.0,-19.0,437.56
Golden_15-C40-N397,2,375,-5.0,-19.0,437.56
Golden_15-C40-N397,2,376,-3.0,-19.0,437.56
Golden_15-C40-N397,2,377,-1.0,-19.0,437.56
Golden_15-C40-N397,2,378,1.0,-19.0,437.56
Golden_15-C40-N397,2,379,3.0,-19.0,437.56
Golden_15-C40-N397,2,0,0.0,0.0,437.56
Golden_15-C40-N397,3,0,0.0,0.0,215.92
Golden_15-C40-N397,3,131,3.0,-11.0,215.92
Golden_15-C40-N397,3,132,5.0,-11.0,215.92
Golden_15-C40-N397,3,133,7.0,-11.0,215.92
Golden_15-C40-N397,3,181,3.0,-13.0,215.92
Golden_15-C40-N397,3,182,5.0,-13.0,215.92
Golden_15-C40-N397,3,183,7.0,-13.0,215.92
Golden_15-C40-N397,3,239,3.0,-15.0,215.92
Golden_15-C40-N397,3,240,5.0,-15.0,215.92
Golden_15-C40-N397,3,241,7.0,-15.0,215.92
Golden_15-C40-N397,3,242,9.0,-15.0,215.92
Golden_15-C40-N397,3,306,5.0,-17.0,215.92
Golden_15-C40-N397,3,307,7.0,-17.0,215.92
Golden_15-C40-N397,3,308,9.0,-17.0,215.92
Golden_15-C40-N397,3,309,11.0,-17.0,215.92
Golden_15-C40-N397,3,380,5.0,-19.0,215.92
Golden_15-C40-N397,3,381,7.0,-19.0,215.92
Golden_15-C40-N397,3,382,9.0,-19.0,215.92
Golden_15-C40-N397,3,383,11.0,-19.0,215.92
Golden_15-C40-N397,3,384,13.0,-19.0,215.92
Golden_15-C40-N397,3,185,11.0,-13.0,215.92
Golden_15-C40-N397,3,186,13.0,-13.0,215.92
Golden_15-C40-N397,3,243,11.0,-15.0,215.92
Golden_15-C40-N397,3,244,13.0,-15.0,215.92
Golden_15-C40-N397,3,245,15.0,-15.0,215.92
Golden_15-C40-N397,3,246,15.0,-13.0,215.92
Golden_15-C40-N397,3,310,13.0,-17.0,215.92
Golden_15-C40-N397,3,311,15.0,-17.0,215.92
Golden_15-C40-N397,3,312,17.0,-17.0,215.92
Golden_15-C40-N397,3,313,17.0,-15.0,215.92
Golden_15-C40-N397,3,385,15.0,-19.0,215.92
Golden_15-C40-N397,3,386,17.0,-19.0,215.92
Golden_15-C40-N397,3,387,19.0,-19.0,215.92
Golden_15-C40-N397,3,388,19.0,-17.0,215.92
Golden_15-C40-N397,3,389,19.0,-15.0,215.92
Golden_15-C40-N397,3,314,17.0,-13.0,215.92
Golden_15-C40-N397,3,315,17.0,-11.0,215.92
Golden_15-C40-N397,3,316,17.0,-9.0,215.92
Golden_15-C40-N397,3,317,17.0,-7.0,215.92
Golden_15-C40-N397,3,390,19.0,-13.0,215.92
Golden_15-C40-N397,3,391,19.0,-11.0,215.92
Golden_15-C40-N397,3,392,19.0,-9.0,215.92
Golden_15-C40-N397,3,393,19.0,-7.0,215.92
Golden_15-C40-N397,3,91,7.0,-9.0,215.92
Golden_15-C40-N397,3,92,9.0,-9.0,215.92
Golden_15-C40-N397,3,93,9.0,-7.0,215.92
Golden_15-C40-N397,3,134,9.0,-11.0,215.92
Golden_15-C40-N397,3,135,11.0,-11.0,215.92
Golden_15-C40-N397,3,136,11.0,-9.0,215.92
Golden_15-C40-N397,3,137,11.0,-7.0,215.92
Golden_15-C40-N397,3,138,11.0,-5.0,215.92
Golden_15-C40-N397,3,184,9.0,-13.0,215.92
Golden_15-C40-N397,3,187,13.0,-11.0,215.92
Golden_15-C40-N397,3,188,13.0,-9.0,215.92
Golden_15-C40-N397,3,189,13.0,-7.0,215.92
Golden_15-C40-N397,3,190,13.0,-5.0,215.92
Golden_15-C40-N397,3,247,15.0,-11.0,215.92
Golden_15-C40-N397,3,248,15.0,-9.0,215.92
Golden_15-C40-N397,3,249,15.0,-7.0,215.92
Golden_15-C40-N397,3,250,15.0,-5.0,215.92
Golden_15-C40-N397,3,30,5.0,-5.0,215.92
Golden_15-C40-N397,3,31,5.0,-3.0,215.92
Golden_15-C40-N397,3,56,5.0,-7.0,215.92
Golden_15-C40-N397,3,57,7.0,-7.0,215.92
Golden_15-C40-N397,3,58,7.0,-5.0,215.92
Golden_15-C40-N397,3,59,7.0,-3.0,215.92
Golden_15-C40-N397,3,94,9.0,-5.0,215.92
Golden_15-C40-N397,3,95,9.0,-3.0,215.92
Golden_15-C40-N397,3,0,0.0,0.0,215.92
Golden_15-C40-N397,4,0,0.0,0.0,279.66
Golden_15-C40-N397,4,27,-1.0,-5.0,279.66
Golden_15-C40-N397,4,28,1.0,-5.0,279.66
Golden_15-C40-N397,4,29,3.0,-5.0,279.66
Golden_15-C40-N397,4,53,-1.0,-7.0,279.66
Golden_15-C40-N397,4,54,1.0,-7.0,279.66
Golden_15-C40-N397,4,55,3.0,-7.0,279.66
Golden_15-C40-N397,4,87,-1.0,-9.0,279.66
Golden_15-C40-N397,4,88,1.0,-9.0,279.66
Golden_15-C40-N397,4,89,3.0,-9.0,279.66
Golden_15-C40-N397,4,90,5.0,-9.0,279.66
Golden_15-C40-N397,4,130,1.0,-11.0,279.66
Golden_15-C40-N397,4,86,-3.0,-9.0,279.66
Golden_15-C40-N397,4,127,-5.0,-11.0,279.66
Golden_15-C40-N397,4,128,-3.0,-11.0,279.66
Golden_15-C40-N397,4,129,-1.0,-11.0,279.66
Golden_15-C40-N397,4,177,-5.0,-13.0,279.66
Golden_15-C40-N397,4,178,-3.0,-13.0,279.66
Golden_15-C40-N397,4,179,-1.0,-13.0,279.66
Golden_15-C40-N397,4,25,-5.0,-5.0,279.66
Golden_15-C40-N397,4,49,-7.0,-5.0,279.66
Golden_15-C40-N397,4,50,-7.0,-7.0,279.66
Golden_15-C40-N397,4,51,-5.0,-7.0,279.66
Golden_15-C40-N397,4,52,-3.0,-7.0,279.66
Golden_15-C40-N397,4,81,-9.0,-5.0,279.66
Golden_15-C40-N397,4,82,-9.0,-7.0,279.66
Golden_15-C40-N397,4,83,-9.0,-9.0,279.66
Golden_15-C40-N397,4,84,-7.0,-9.0,279.66
Golden_15-C40-N397,4,85,-5.0,-9.0,279.66
Golden_15-C40-N397,4,123,-11.0,-9.0,279.66
Golden_15-C40-N397,4,125,-9.0,-11.0,279.66
Golden_15-C40-N397,4,126,-7.0,-11.0,279.66
Golden_15-C40-N397,4,121,-11.0,-5.0,279.66
Golden_15-C40-N397,4,122,-11.0,-7.0,279.66
Golden_15-C40-N397,4,168,-13.0,-3.0,279.66
Golden_15-C40-N397,4,169,-13.0,-5.0,279.66
Golden_15-C40-N397,4,170,-13.0,-7.0,279.66
Golden_15-C40-N397,4,224,-15.0,-3.0,279.66
Golden_15-C40-N397,4,225,-15.0,-5.0,279.66
Golden_15-C40-N397,4,47,-7.0,-1.0,279.66
Golden_15-C40-N397,4,48,-7.0,-3.0,279.66
Golden_15-C40-N397,4,78,-9.0,1.0,279.66
Golden_15-C40-N397,4,79,-9.0,-1.0,279.66
Golden_15-C40-N397,4,80,-9.0,-3.0,279.66
Golden_15-C40-N397,4,118,-11.0,1.0,279.66
Golden_15-C40-N397,4,119,-11.0,-1.0,279.66
Golden_15-C40-N397,4,120,-11.0,-3.0,279.66
Golden_15-C40-N397,4,75,-9.0,7.0,279.66
Golden_15-C40-N397,4,76,-9.0,5.0,279.66
Golden_15-C40-N397,4,77,-9.0,3.0,279.66
Golden_15-C40-N397,4,115,-11.0,7.0,279.66
Golden_15-C40-N397,4,116,-11.0,5.0,279.66
Golden_15-C40-N397,4,117,-11.0,3.0,279.66
Golden_15-C40-N397,4,163,-13.0,7.0,279.66
Golden_15-C40-N397,4,164,-13.0,5.0,279.66
Golden_15-C40-N397,4,43,-7.0,7.0,279.66
Golden_15-C40-N397,4,73,-7.0,9.0,279.66
Golden_15-C40-N397,4,74,-9.0,9.0,279.66
Golden_15-C40-N397,4,111,-7.0,11.0,279.66
Golden_15-C40-N397,4,112,-9.0,11.0,279.66
Golden_15-C40-N397,4,113,-11.0,11.0,279.66
Golden_15-C40-N397,4,114,-11.0,9.0,279.66
Golden_15-C40-N397,4,157,-7.0,13.0,279.66
Golden_15-C40-N397,4,158,-9.0,13.0,279.66
Golden_15-C40-N397,4,159,-11.0,13.0,279.66
Golden_15-C40-N397,4,161,-13.0,11.0,279.66
Golden_15-C40-N397,4,162,-13.0,9.0,279.66
Golden_15-C40-N397,4,211,-7.0,15.0,279.66
Golden_15-C40-N397,4,212,-9.0,15.0,279.66
Golden_15-C40-N397,4,5,-3.0,3.0,279.66
Golden_15-C40-N397,4,6,-3.0,1.0,279.66
Golden_15-C40-N397,4,18,-1.0,5.0,279.66
Golden_15-C40-N397,4,19,-3.0,5.0,279.66
Golden_15-C40-N397,4,20,-5.0,5.0,279.66
Golden_15-C40-N397,4,21,-5.0,3.0,279.66
Golden_15-C40-N397,4,22,-5.0,1.0,279.66
Golden_15-C40-N397,4,44,-7.0,5.0,279.66
Golden_15-C40-N397,4,45,-7.0,3.0,279.66
Golden_15-C40-N397,4,46,-7.0,1.0,279.66
Golden_15-C40-N397,4,7,-3.0,-1.0,279.66
Golden_15-C40-N397,4,8,-3.0,-3.0,279.66
Golden_15-C40-N397,4,9,-1.0,-3.0,279.66
Golden_15-C40-N397,4,23,-5.0,-1.0,279.66
Golden_15-C40-N397,4,24,-5.0,-3.0,279.66
Golden_15-C40-N397,4,26,-3.0,-5.0,279.66
Golden_15-C40-N397,4,0,0.0,0.0,279.66
Golden_15-C45-N397,1,0,0.0,0.0,208.46
Golden_15-C45-N397,1,1,3.0,1.0,208.46
Golden_15-C45-N397,1,2,3.0,3.0,208.46
Golden_15-C45-N397,1,12,3.0,-1.0,208.46
Golden_15-C45-N397,1,13,5.0,1.0,208.46
Golden_15-C45-N397,1,14,5.0,3.0,208.46
Golden_15-C45-N397,1,16,3.0,5.0,208.46
Golden_15-C45-N397,1,32,5.0,-1.0,208.46
Golden_15-C45-N397,1,33,7.0,1.0,208.46
Golden_15-C45-N397,1,60,7.0,-1.0,208.46
Golden_15-C45-N397,1,15,5.0,5.0,208.46
Golden_15-C45-N397,1,34,7.0,3.0,208.46
Golden_15-C45-N397,1,35,7.0,5.0,208.46
Golden_15-C45-N397,1,36,7.0,7.0,208.46
Golden_15-C45-N397,1,63,9.0,5.0,208.46
Golden_15-C45-N397,1,37,5.0,7.0,208.46
Golden_15-C45-N397,1,38,3.0,7.0,208.46
Golden_15-C45-N397,1,39,1.0,7.0,208.46
Golden_15-C45-N397,1,67,5.0,9.0,208.46
Golden_15-C45-N397,1,68,3.0,9.0,208.46
Golden_15-C45-N397,1,69,1.0,9.0,208.46
Golden_15-C45-N397,1,105,5.0,11.0,208.46
Golden_15-C45-N397,1,106,3.0,11.0,208.46
Golden_15-C45-N397,1,107,1.0,11.0,208.46
Golden_15-C45-N397,1,152,3.0,13.0,208.46
Golden_15-C45-N397,1,153,1.0,13.0,208.46
Golden_15-C45-N397,1,104,7.0,11.0,208.46
Golden_15-C45-N397,1,149,9.0,13.0,208.46
Golden_15-C45-N397,1,150,7.0,13.0,208.46
Golden_15-C45-N397,1,151,5.0,13.0,208.46
Golden_15-C45-N397,1,204,7.0,15.0,208.46
Golden_15-C45-N397,1,205,5.0,15.0,208.46
Golden_15-C45-N397,1,206,3.0,15.0,208.46
Golden_15-C45-N397,1,207,1.0,15.0,208.46
Golden_15-C45-N397,1,267,5.0,17.0,208.46
Golden_15-C45-N397,1,268,3.0,17.0,208.46
Golden_15-C45-N397,1,269,1.0,17.0,208.46
Golden_15-C45-N397,1,270,-1.0,17.0,208.46
Golden_15-C45-N397,1,337,5.0,19.0,208.46
Golden_15-C45-N397,1,338,3.0,19.0,208.46
Golden_15-C45-N397,1,339,1.0,19.0,208.46
Golden_15-C45-N397,1,340,-1.0,19.0,208.46
Golden_15-C45-N397,1,341,-3.0,19.0,208.46
Golden_15-C45-N397,1,272,-5.0,17.0,208.46
Golden_15-C45-N397,1,273,-7.0,17.0,208.46
Golden_15-C45-N397,1,274,-9.0,17.0,208.46
Golden_15-C45-N397,1,342,-5.0,19.0,208.46
Golden_15-C45-N397,1,343,-7.0,19.0,208.46
Golden_15-C45-N397,1,344,-9.0,19.0,208.46
Golden_15-C45-N397,1,345,-11.0,19.0,208.46
Golden_15-C45-N397,1,154,-1.0,13.0,208.46
Golden_15-C45-N397,1,155,-3.0,13.0,208.46
Golden_15-C45-N397,1,156,-5.0,13.0,208.46
Golden_15-C45-N397,1,208,-1.0,15.0,208.46
Golden_15-C45-N397,1,209,-3.0,15.0,208.46
Golden_15-C45-N397,1,210,-5.0,15.0,208.46
Golden_15-C45-N397,1,271,-3.0,17.0,208.46
Golden_15-C45-N397,1,40,-1.0,7.0,208.46
Golden_15-C45-N397,1,41,-3.0,7.0,208.46
Golden_15-C45-N397,1,42,-5.0,7.0,208.46
Golden_15-C45-N397,1,70,-1.0,9.0,208.46
Golden_15-C45-N397,1,71,-3.0,9.0,208.46
Golden_15-C45-N397,1,72,-5.0,9.0,208.46
Golden_15-C45-N397,1,108,-1.0,11.0,208.46
Golden_15-C45-N397,1,109,-3.0,11.0,208.46
Golden_15-C45-N397,1,110,-5.0,11.0,208.46
Golden_15-C45-N397,1,0,0.0,0.0,208.46
Golden_15-C45-N397,2,0,0.0,0.0,449.98
Golden_15-C45-N397,2,43,-7.0,7.0,449.98
Golden_15-C45-N397,2,73,-7.0,9.0,449.98
Golden_15-C45-N397,2,74,-9.0,9.0,449.98
Golden_15-C45-N397,2,111,-7.0,11.0,449.98
Golden_15-C45-N397,2,112,-9.0,11.0,449.98
Golden_15-C45-N397,2,113,-11.0,11.0,449.98
Golden_15-C45-N397,2,114,-11.0,9.0,449.98
Golden_15-C45-N397,2,157,-7.0,13.0,449.98
Golden_15-C45-N397,2,158,-9.0,13.0,449.98
Golden_15-C45-N397,2,159,-11.0,13.0,449.98
Golden_15-C45-N397,2,161,-13.0,11.0,449.98
Golden_15-C45-N397,2,162,-13.0,9.0,449.98
Golden_15-C45-N397,2,211,-7.0,15.0,449.98
Golden_15-C45-N397,2,212,-9.0,15.0,449.98
Golden_15-C45-N397,2,160,-13.0,13.0,449.98
Golden_15-C45-N397,2,213,-11.0,15.0,449.98
Golden_15-C45-N397,2,214,-13.0,15.0,449.98
Golden_15-C45-N397,2,215,-15.0,15.0,449.98
Golden_15-C45-N397,2,216,-15.0,13.0,449.98
Golden_15-C45-N397,2,275,-11.0,17.0,449.98
Golden_15-C45-N397,2,276,-13.0,17.0,449.98
Golden_15-C45-N397,2,277,-15.0,17.0,449.98
Golden_15-C45-N397,2,346,-13.0,19.0,449.98
Golden_15-C45-N397,2,278,-17.0,17.0,449.98
Golden_15-C45-N397,2,279,-17.0,15.0,449.98
Golden_15-C45-N397,2,347,-15.0,19.0,449.98
Golden_15-C45-N397,2,348,-17.0,19.0,449.98
Golden_15-C45-N397,2,349,-19.0,19.0,449.98
Golden_15-C45-N397,2,350,-19.0,17.0,449.98
Golden_15-C45-N397,2,351,-19.0,15.0,449.98
Golden_15-C45-N397,2,217,-15.0,11.0,449.98
Golden_15-C45-N397,2,218,-15.0,9.0,449.98
Golden_15-C45-N397,2,219,-15.0,7.0,449.98
Golden_15-C45-N397,2,280,-17.0,13.0,449.98
Golden_15-C45-N397,2,281,-17.0,11.0,449.98
Golden_15-C45-N397,2,282,-17.0,9.0,449.98
Golden_15-C45-N397,2,283,-17.0,7.0,449.98
Golden_15-C45-N397,2,352,-19.0,13.0,449.98
Golden_15-C45-N397,2,353,-19.0,11.0,449.98
Golden_15-C45-N397,2,354,-19.0,9.0,449.98
